"BudgetHistoryLink","BUDGET","KEY","Budget#","FullAccount","Account","AcctDesc","Description","Dept","L/N","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total","BudgetYear+1","BudgetYear+2","BudgetYear+3","BudgetYear+4","DIFF","Comments","Ranking","ImportDate","BudgetYear"
"171994","Clifty","CliftyMAINT003-2-21-401-20-320-511-017-4","           ","003-2-21-401-20-320-511-017-4","003-2-21-401-20-320-511-017-4","ALL OTHER SUMP PUMPS","Circulating water sumps #3 #5 need repaired- defered to repair in 2025 60k & 1 low demand service water pump rebuild or replacement $15k annual.                          NOTE: low demand pumps need new vertical style pumps installed 3@100k each. Deferred","MAINT","N","0","30000","0","30000","0","0","0","0","0","0","0","15000","75000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"174611","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-292-4","           ","003-1-20-401-20-320-512-292-4","003-1-20-401-20-320-512-292-4","OUTAGE PREP&CLEANUP","OUTAGE PREP","PLANNED-03","N","0","0","0","0","10000","0","0","0","0","0","0","0","10000","10000","10000","10000","10000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174612","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-292-4","           ","003-1-20-401-20-320-512-292-4","003-1-20-401-20-320-512-292-4","OUTAGE PREP&CLEANUP","RENTALS/CONSUMABLES","PLANNED-03","N","0","0","0","0","12675","0","0","0","0","0","0","0","12675","12675","12675","12675","12675","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174613","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-301-4","           ","003-1-20-401-20-320-512-301-4","003-1-20-401-20-320-512-301-4","FORCED DRAFT FAN","","PLANNED-03","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174614","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-301-4","           ","003-1-20-401-20-320-512-301-4","003-1-20-401-20-320-512-301-4","FORCED DRAFT FAN","","PLANNED-03","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174615","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-309-4","           ","003-1-20-401-20-320-512-309-4","003-1-20-401-20-320-512-309-4","MISC BLR DRAFT EQP","APH OUTLET TEMP & TOTAL AIR FLOW CALIBRATIONS - MA","PLANNED-03","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174616","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-362-4","           ","003-1-20-401-20-320-512-362-4","003-1-20-401-20-320-512-362-4","MAJOR CONTROLS BLR","I&C MISC INSPECT/CALIBRATE SHORT OUTAGE ACTIVITIES","PLANNED-03","N","0","0","0","0","5000","0","0","0","0","0","0","0","5000","5000","5000","5000","5000","0","","1-Base","2025-10-21 11:50:02","2025"
"174617","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-362-4","           ","003-1-20-401-20-320-512-362-4","003-1-20-401-20-320-512-362-4","MAJOR CONTROLS BLR","","PLANNED-03","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174618","Kyger","KygerPLANNED-03003-1-20-401-20-320-512-362-4","           ","003-1-20-401-20-320-512-362-4","003-1-20-401-20-320-512-362-4","MAJOR CONTROLS BLR","","PLANNED-03","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174953","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","MAIN ELEVATOR 34","MAINT","N","0","0","0","0","0","0","0","0","500","0","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"174954","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","CONTROL ROOM ELEVATOR 34","MAINT","N","0","0","0","0","0","0","0","0","500","0","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"174955","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","MAIN ELEVATOR 5","MAINT","N","0","0","0","0","0","0","0","0","500","0","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"174956","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","CONTROL ROOM ELEVATOR 5","MAINT","N","0","0","0","0","0","0","0","0","500","0","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"174957","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","FGD ELEVATOR","MAINT","N","0","0","0","0","0","0","0","0","500","0","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"174958","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","FREIGHT ELEVATOR","MAINT","N","0","0","0","0","0","0","0","0","500","0","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"174959","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","ALIMAK ELEVATOR, DFA","MAINT","N","0","0","350","0","0","0","0","0","0","0","0","0","350","350","350","350","350","0","","1-Base","2025-10-21 11:50:02","2025"
"174960","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","ALIMAK ELEVATOR, JBR35","MAINT","N","0","0","0","0","0","0","0","350","0","0","0","0","350","350","350","350","350","0","","1-Base","2025-10-21 11:50:02","2025"
"174524","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-237-4","           ","003-1-20-401-20-320-512-237-4","003-1-20-401-20-320-512-237-4","FLOOR TUBES","PRIMARY FURNACE REFRACTORY FLOOR LABOR","PLANNED-02","N","0","0","0","0","0","0","0","0","0","75000","0","0","75000","75000","75000","75000","75000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174525","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-252-4","           ","003-1-20-401-20-320-512-252-4","003-1-20-401-20-320-512-252-4","DESLAG BOILER","BOILER DESLAG/CLEANING","PLANNED-02","N","0","0","0","50000","0","0","0","0","0","75000","0","0","125000","125000","125000","125000","125000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174526","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-270-4","           ","003-1-20-401-20-320-512-270-4","003-1-20-401-20-320-512-270-4","BOILER CASING & INS","CASING LEAKS - MATS (Labor)","PLANNED-02","N","0","0","0","5000","0","0","0","0","0","50000","0","0","55000","55000","55000","55000","55000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174527","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-270-4","           ","003-1-20-401-20-320-512-270-4","003-1-20-401-20-320-512-270-4","BOILER CASING & INS","CASING LEAKS - MATS (Parts)","PLANNED-02","N","0","0","0","0","0","0","0","0","0","2000","0","0","2000","2000","2000","2000","2000","0","","1-Base","2025-10-21 11:50:02","2025"
"174528","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-270-4","           ","003-1-20-401-20-320-512-270-4","003-1-20-401-20-320-512-270-4","BOILER CASING & INS","PENTHOUSE CLEANING (AI Required)","PLANNED-02","N","0","0","0","0","0","0","0","0","0","9000","0","0","9000","9000","9000","9000","9000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174529","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-270-4","           ","003-1-20-401-20-320-512-270-4","003-1-20-401-20-320-512-270-4","BOILER CASING & INS","PYGME DANCE HALL INSPECT & CLEANING (AI Required)","PLANNED-02","N","0","0","0","0","0","0","0","0","0","15000","0","0","15000","15000","15000","15000","15000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174530","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-277-4","           ","003-1-20-401-20-320-512-277-4","003-1-20-401-20-320-512-277-4","BURNERS&SEC AIR DMP","BURNERS & SEC AIR DMPRS - MATS (Labor)","PLANNED-02","N","0","0","0","50000","0","0","0","0","0","210000","0","0","260000","260000","260000","260000","260000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174531","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-277-4","           ","003-1-20-401-20-320-512-277-4","003-1-20-401-20-320-512-277-4","BURNERS&SEC AIR DMP","BURNERS & SEC AIR DMPRS - MATS (Parts)","PLANNED-02","N","0","0","0","0","0","0","0","0","0","150000","0","0","150000","150000","150000","150000","150000","0","","1-Base","2025-10-21 11:50:02","2025"
"174532","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-280-4","           ","003-1-20-401-20-320-512-280-4","003-1-20-401-20-320-512-280-4","BLR DRUM & INTERNALS","STEAM DRUM INSPECTION - MAPPING & BORESCOPE","PLANNED-02","N","0","0","0","0","0","0","0","0","0","160000","0","0","160000","160000","160000","160000","160000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174533","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-282-4","           ","003-1-20-401-20-320-512-282-4","003-1-20-401-20-320-512-282-4","BLR DRUM & INTERNALS","BOILER SAFETY INSPECTIONS (DRUM, SH, RH)","PLANNED-02","N","0","0","0","0","0","0","0","0","0","30000","0","0","30000","30000","30000","30000","30000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174534","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-292-4","           ","003-1-20-401-20-320-512-292-4","003-1-20-401-20-320-512-292-4","OUTAGE PREP & CLEANUP","OUTAGE PREP","PLANNED-02","N","0","0","0","10000","0","0","0","0","0","25000","0","0","35000","35000","35000","35000","35000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174535","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-292-4","           ","003-1-20-401-20-320-512-292-4","003-1-20-401-20-320-512-292-4","OUTAGE PREP & CLEANUP","OUTAGE CLEAN UP/ROLL BACK","PLANNED-02","N","0","0","0","10000","0","0","0","0","0","25000","0","0","35000","35000","35000","35000","35000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174536","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-292-4","           ","003-1-20-401-20-320-512-292-4","003-1-20-401-20-320-512-292-4","OUTAGE PREP & CLEANUP","RENTALS/CONSUMABLES","PLANNED-02","N","0","0","0","10000","0","0","0","0","0","80000","0","0","90000","90000","90000","90000","90000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174537","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-301-4","           ","003-1-20-401-20-320-512-301-4","003-1-20-401-20-320-512-301-4","FORCED DRAFT FAN","FD FANS INSPECT MECH","PLANNED-02","N","0","0","0","0","0","0","0","0","0","1500","0","0","1500","1500","1500","1500","1500","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174538","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-301-4","           ","003-1-20-401-20-320-512-301-4","003-1-20-401-20-320-512-301-4","FORCED DRAFT FAN","FD FANS VFD PM","PLANNED-02","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174539","Kyger","KygerPLANNED-02003-1-20-401-20-320-512-309-4","           ","003-1-20-401-20-320-512-309-4","003-1-20-401-20-320-512-309-4","MISC BLR DRAFT EQP","APH OUTLET TEMP & TOTAL AIR FLOW CALIBRATIONS - MATS MATERIAL","PLANNED-02","N","0","0","0","0","0","0","0","0","0","500","0","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"172405","Clifty","CliftyOPER003-2-21-401-20-150-514-000-4","           ","003-2-21-401-20-150-514-000-4","003-2-21-401-20-150-514-000-4","OFFICE FURN & EQUIP","Chair replacements","OPER","N","500","0","500","0","0","500","0","500","0","500","0","500","3000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172406","Clifty","CliftyOPER003-2-21-401-20-320-500-900-4","           ","003-2-21-401-20-320-500-900-4","003-2-21-401-20-320-500-900-4","OPER SUPV & ENG","Travel","OPER","N","0","500","0","0","500","0","0","500","0","0","500","0","2000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172407","Clifty","CliftyOPER003-2-21-401-20-320-502-000-4","           ","003-2-21-401-20-320-502-000-4","003-2-21-401-20-320-502-000-4","CCP - EAM CONVERSION","","OPER","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172408","Clifty","CliftyOPER003-2-21-401-20-320-505-104-4","           ","003-2-21-401-20-320-505-104-4","003-2-21-401-20-320-505-104-4","H2 & CO2 FOR GENERATOR","","OPER","N","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","15000","180000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172409","Clifty","CliftyOPER003-2-21-401-20-320-506-104-4","           ","003-2-21-401-20-320-506-104-4","003-2-21-401-20-320-506-104-4","TRAINING SUPPLIES & EXPENSES","Training classes","OPER","N","0","0","2000","2000","0","2000","2000","0","2000","2000","0","0","12000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172410","Clifty","CliftyOPER003-2-21-401-20-320-506-105-4","           ","003-2-21-401-20-320-506-105-4","003-2-21-401-20-320-506-105-4","STATION SUPPLIES GENL","Remote racking repairs","OPER","N","0","0","3000","3000","3000","3000","3000","3000","3000","3000","0","0","24000","0","0","0","0","0","","1S Safety","2025-09-17 12:50:02","2025"
"172411","Clifty","CliftyOPER003-2-21-401-20-320-506-112-4","           ","003-2-21-401-20-320-506-112-4","003-2-21-401-20-320-506-112-4","SMALL TOOLS","Misc tools","OPER","N","0","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","0","10000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172412","Clifty","CliftyOPER003-2-21-401-20-320-506-115-4","           ","003-2-21-401-20-320-506-115-4","003-2-21-401-20-320-506-115-4","COMPUTER SUPP&EXP-HRDWARE","Printer replacement - Zebra Printer","OPER","N","0","0","0","1500","0","0","0","0","1500","0","0","0","3000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171888","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-152-4","           ","003-2-21-401-20-320-512-152-4","003-2-21-401-20-320-512-152-4","Burner Pipe and Damper","deflector blocks parts","PLANNED-06","N","0","0","0","0","98000","0","0","0","0","0","0","0","98000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171889","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-282-4","           ","003-2-21-401-20-320-512-282-4","003-2-21-401-20-320-512-282-4","BOILER DRUM SAFETY VALVE","Safeties Drum","PLANNED-06","N","0","0","0","0","0","40000","0","0","0","0","0","0","40000","0","0","0","0","0","","1C Circula","2025-09-17 12:50:02","2025"
"171890","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-252-4","           ","003-2-21-401-20-320-512-252-4","003-2-21-401-20-320-512-252-4","DESLAG BOILER","Explosive Cleaning","PLANNED-06","N","0","0","0","0","40000","0","0","0","0","0","0","0","40000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171891","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-270-4","           ","003-2-21-401-20-320-512-270-4","003-2-21-401-20-320-512-270-4","BOILER CASING & INS","""Misc Equipment Insulation (Units 4,5 also)""","PLANNED-06","N","0","0","0","80000","0","0","0","0","0","0","0","0","80000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171892","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-270-4","           ","003-2-21-401-20-320-512-270-4","003-2-21-401-20-320-512-270-4","BOILER CASING & INS","Scaffolding Misc casing leaks (covered above)","PLANNED-06","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171893","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-400-4","           ","003-2-21-401-20-320-512-400-4","003-2-21-401-20-320-512-400-4","MAIN STEAM PIPING","Thermowell & Gamma Plug Insulation (covered above)","PLANNED-06","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171894","Clifty","CliftyPLANNED-06003-2-21-401-20-320-512-400-4","           ","003-2-21-401-20-320-512-400-4","003-2-21-401-20-320-512-400-4","MAIN STEAM PIPING","Thermowell & Gamma Plug Repair","PLANNED-06","N","0","0","0","0","0","40000","48000","0","0","0","0","0","88000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171895","Clifty","CliftyPLANNED-06003-2-21-401-20-320-513-141-4","           ","003-2-21-401-20-320-513-141-4","003-2-21-401-20-320-513-141-4","CONDENSER CLEANING","""Condenser and Turbine Oil Tank cooler cleaning (units 2,3 also)""","PLANNED-06","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171912","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-507-4","           ","003-2-21-401-20-320-512-507-4","003-2-21-401-20-320-512-507-4","FGD GAS COOLING 13","Scaffolding Gas Cooling Header & FRP Repairs","PLANNED-13","N","0","0","0","0","0","0","0","0","0","45000","45000","0","90000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171913","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-507-4","           ","003-2-21-401-20-320-512-507-4","003-2-21-401-20-320-512-507-4","FGD GAS COOLING 13","Gas cooling header rubber","PLANNED-13","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171914","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-507-4","           ","003-2-21-401-20-320-512-507-4","003-2-21-401-20-320-512-507-4","FGD GAS COOLING 13","Grid Deck and Sparger Tubes","PLANNED-13","N","0","0","0","0","0","0","0","0","0","150000","200000","100000","450000","0","0","0","0","0","","1E Environ","2025-09-17 12:50:02","2025"
"171915","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-507-4","           ","003-2-21-401-20-320-512-507-4","003-2-21-401-20-320-512-507-4","FGD GAS COOLING 13","OMC Funding - Sparger Tubes parts and Labor","PLANNED-13","N","0","0","0","0","0","0","0","0","0","434363","0","0","434363","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171931","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-524-4","           ","003-2-21-401-20-320-512-524-4","003-2-21-401-20-320-512-524-4","FGD BOOSTER FANS","Scaffolding Booster Fan 13A Bearings and Hub Replacement","PLANNED-13","N","0","0","0","0","0","0","0","0","10000","10000","0","0","20000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171932","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-524-4","           ","003-2-21-401-20-320-512-524-4","003-2-21-401-20-320-512-524-4","FGD BOOSTER FANS","Scaffolding Booster Fan 13A Horizontal & Conical Expansion Joint","PLANNED-13","N","0","0","0","0","0","0","0","0","20000","20000","10000","0","50000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171933","Clifty","CliftyPLANNED-13003-2-21-401-20-320-512-524-4","           ","003-2-21-401-20-320-512-524-4","003-2-21-401-20-320-512-524-4","FGD BOOSTER FANS","Scaffolding Booster Fan Inspections","PLANNED-13","N","0","0","0","0","0","0","0","0","0","20000","0","0","20000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171967","Clifty","CliftyPLANNED-46003-2-21-401-20-320-512-501-4","           ","003-2-21-401-20-320-512-501-4","003-2-21-401-20-320-512-501-4","FGD Absorber 46","","PLANNED-46","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171968","Clifty","CliftyPLANNED-46003-2-21-401-20-320-512-306-4","           ","003-2-21-401-20-320-512-306-4","003-2-21-401-20-320-512-306-4","Stack","","PLANNED-46","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171969","Clifty","CliftyMAINT003-2-21-401-20-150-506-123-4","           ","003-2-21-401-20-150-506-123-4","003-2-21-401-20-150-506-123-4","OFFICE SUP & EXP","","MAINT","N","0","0","0","0","0","200","200","200","200","200","200","200","1400","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171970","Clifty","CliftyMAINT003-2-21-401-20-320-502-102-4","           ","003-2-21-401-20-320-502-102-4","003-2-21-401-20-320-502-102-4","LUBRICANTS STEAM","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171971","Clifty","CliftyMAINT003-2-21-401-20-320-502-105-4","           ","003-2-21-401-20-320-502-105-4","003-2-21-401-20-320-502-105-4","STM GASKETS & PACKING","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171972","Clifty","CliftyMAINT003-2-21-401-20-320-502-106-4","           ","003-2-21-401-20-320-502-106-4","003-2-21-401-20-320-502-106-4","PIPING & TUBING-STEAM","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171973","Clifty","CliftyMAINT003-2-21-401-20-320-502-107-4","           ","003-2-21-401-20-320-502-107-4","003-2-21-401-20-320-502-107-4","STM VALVES & FITTINGS","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171974","Clifty","CliftyMAINT003-2-21-401-20-320-505-101-4","           ","003-2-21-401-20-320-505-101-4","003-2-21-401-20-320-505-101-4","LUBRICANTS ELECTRIC","Reliability acct-trf to Tech 333k","MAINT","N","0","0","0","0","0","0","0","0","0","0","5000","0","5000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172008","Clifty","CliftyMAINT003-2-21-401-20-320-511-084-4","           ","003-2-21-401-20-320-511-084-4","003-2-21-401-20-320-511-084-4","BLDG ROOFS","""April WH1&Weld shop repair $5,500                                                                                  NOTE: Roof Inspections to evaluate needed upcoming  repairs needs done ($50k) deferred to 2026""","MAINT","N","0","0","0","6000","0","0","0","0","0","0","0","0","6000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172009","Clifty","CliftyMAINT003-2-21-401-20-320-511-085-4","           ","003-2-21-401-20-320-511-085-4","003-2-21-401-20-320-511-085-4","BLDG STEEL","""Typical bldg steel cost,""","MAINT","N","800","800","800","800","800","800","800","800","800","557","926","926","9609","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172010","Clifty","CliftyMAINT003-2-21-401-20-320-511-086-4","           ","003-2-21-401-20-320-511-086-4","003-2-21-401-20-320-511-086-4","MISC BLDG","Typical bulding maintenance.","MAINT","N","1346","1346","1346","1346","1346","1346","1346","1346","1346","1346","1346","1353","16159","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172011","Clifty","CliftyMAINT003-2-21-401-20-320-512-120-4","           ","003-2-21-401-20-320-512-120-4","003-2-21-401-20-320-512-120-4","PA FAN","Budgeting for 52 PA fan & 46 PA 54 Fan 65k x3 base replacements cracked. 195k          *2 copper bearings changing @ $15000 ea 30k Motor replacement 1 @ 44kea                                                                                             NOTE","MAINT","N","0","0","0","65000","65000","0","0","65000","44000","0","16000","0","255000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172012","Clifty","CliftyMAINT003-2-21-401-20-320-512-124-4","           ","003-2-21-401-20-320-512-124-4","003-2-21-401-20-320-512-124-4","COAL FEEDER","""We will have 3 feeders for rebuild for 2025 at a cost of $25,000 each  #11,#46, #52 .75K  Table segments change out 20  cost of $40,000, we have 2-3 motors every year 9k= total and 2 drives a year,9600 total.""","MAINT","N","0","0","25000","25000","25000","25000","9600","24000","0","0","0","0","133600","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172013","Clifty","CliftyMAINT003-2-21-401-20-320-512-126-4","           ","003-2-21-401-20-320-512-126-4","003-2-21-401-20-320-512-126-4","PULVERIZER","""Parts:  Forecasting 5 UGZ Rebuilds and 3 Full Rebuild. - Full Rebuilds @ $285k total 855,000. 3 new matching ring& pinion gear sets @ 61k each. 1 new pinion bevel gear matched to old ring gear $24,400. (Approx. 35% parts increase overall) - 5 upper grinding""","MAINT","N","286000","176000","340400","243000","0","1600","219900","215500","118500","215500","186000","274000","2276400","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172014","Clifty","CliftyMAINT003-2-21-401-20-320-512-126-4","           ","003-2-21-401-20-320-512-126-4","003-2-21-401-20-320-512-126-4","PULVERIZER","""OMC Funding 2 Pulverizer upper grinding zone rebuilds (22, 47)""","MAINT","N","0","0","0","0","0","0","0","0","0","377000","0","0","377000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172015","Clifty","CliftyMAINT003-2-21-401-20-320-512-126-4","           ","003-2-21-401-20-320-512-126-4","003-2-21-401-20-320-512-126-4","PULVERIZER","""Labor:  *General maintenance on the pulverizer for 2025 at a cost of $575K yearly Pulver PMs.3 Shell pull rebuilds labor@$98,500. total $296k -  5 upper GZ rebuilds labor @ $42,850k total $215000.""","MAINT","N","109787","109787","109787","84787","54637","109787","109787","76137","10957","109787","109787","109823","1104850","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172016","Clifty","CliftyMAINT003-2-21-401-20-320-512-128-4","           ","003-2-21-401-20-320-512-128-4","003-2-21-401-20-320-512-128-4","SEAL AIR FAN&DUCT","""Budgeting 1 new rebuilds for 2025 for the seal air fans and housing to be replaced at $20,000.00 base rebuild and fit up for contractors to have one installed at $8000.00 each                                                                              NO""","MAINT","N","4000","4000","0","0","0","0","0","4000","4000","4000","4000","4000","28000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172017","Clifty","CliftyMAINT003-2-21-401-20-320-512-131-4","           ","003-2-21-401-20-320-512-131-4","003-2-21-401-20-320-512-131-4","CLINKER GRINDER","""1-Motor -$15000 Repair/Replacements - $9000 Chain - Repair/Replacements Purchase of upgraded cam, combing, crusher plates for U2. U4 & U5 Base Replacements $18000 ea x2 we need tensioners and new bases for several units.""","MAINT","N","0","3356","0","6000","5500","5000","5000","5000","5144","10000","10000","0","55000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172438","Clifty","CliftyYARD003-2-21-401-20-352-506-115-4","           ","003-2-21-401-20-352-506-115-4","003-2-21-401-20-352-506-115-4","COMPUTER SUPP&EXP-HRDWARE","","YARD","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
